rank,word,len,partOfSpeech,frequency,dispersion
2524,testing,7,n,13725,0.92
2525,stomach,7,n,13845,0.91
2526,apparent,8,j,13434,0.93
2527,weigh,5,v,13051,0.96
2528,install,7,v,13584,0.92
2529,sensitive,9,j,13115,0.96
2530,suggestion,10,n,13145,0.95
2531,mail,4,n,13024,0.96
2532,recipe,6,n,13840,0.9
2533,reasonable,10,j,13130,0.95
2534,preparation,11,n,13553,0.92
2535,wooden,6,j,13518,0.92
2536,elementary,10,j,13831,0.9
2537,concert,7,n,13270,0.94
2538,aggressive,10,j,13191,0.95
2539,false,5,j,12871,0.97
2540,intention,9,n,13207,0.94
2541,channel,7,n,12975,0.96
2542,extreme,7,j,13064,0.95
2543,tube,4,n,13364,0.93
2544,drawing,7,n,13377,0.93
2545,protein,7,n,14036,0.89
2546,quit,4,v,13045,0.95
2547,absence,7,n,13597,0.92
2548,roll,4,n,13053,0.95
2549,Latin,5,j,13797,0.9
2550,rapidly,7,r,13066,0.95
2551,jail,4,n,13324,0.93
2552,comment,7,v,12930,0.96
2553,diversity,9,n,13872,0.89
2554,honest,6,j,12916,0.96
2555,Palestinian,11,j,14008,0.88
2556,pace,4,n,12891,0.96
2557,employment,10,n,13673,0.9
2558,speaker,7,n,12889,0.96
2559,impression,10,n,12746,0.97
2560,essay,5,n,13802,0.89
2561,respondent,10,n,15057,0.82
2562,giant,5,j,12963,0.95
2563,cake,4,n,13336,0.92
2564,historian,9,n,13437,0.92
2565,negotiate,9,v,13043,0.94
2566,restore,7,v,12814,0.96
2567,substantial,11,j,13376,0.92
2568,pop,3,v,13123,0.93
2569,particular,10,r,13259,0.92
2570,specialist,10,n,13041,0.94
2571,origin,6,n,13654,0.9
2572,approval,8,n,12795,0.96
2573,mine,4,n,12824,0.95
2574,quietly,7,r,13503,0.91
2575,advise,6,v,12709,0.96
2576,conventional,12,j,13209,0.93
2577,drop,4,n,12757,0.96
2578,count,5,n,13007,0.94
2579,depth,5,n,12927,0.95
2580,wealth,6,n,12886,0.95
2581,disability,10,n,14197,0.86
2582,shell,5,n,12957,0.94
2583,general,7,r,13256,0.92
2584,criticize,9,v,12906,0.94
2585,fast,4,j,12738,0.96
2586,professional,12,n,13402,0.91
2587,effectively,11,r,13277,0.92
2588,biological,10,j,13233,0.92
2589,pack,4,n,13238,0.92
2590,onion,5,n,13769,0.88
2591,deputy,6,n,12972,0.94
2592,flat,4,j,12899,0.94
2593,brand,5,n,13103,0.93
2594,assure,6,v,12542,0.97
2595,mad,3,j,12903,0.94
2596,award,5,n,12874,0.94
2597,criteria,8,n,14160,0.86
2598,dealer,6,n,12999,0.93
2599,via,3,i,13064,0.93
2600,alternative,11,j,13289,0.91
2601,utility,7,n,13150,0.92
2602,precisely,9,r,12878,0.94
2603,arise,5,v,13351,0.91
2604,armed,5,j,12966,0.93
2605,nevertheless,12,r,13190,0.92
2606,highway,7,n,12649,0.96
2607,clinical,8,j,13593,0.89
2608,routine,7,n,12576,0.96
2609,schedule,8,v,12881,0.94
2610,wage,4,n,13033,0.93
2611,normally,8,r,12402,0.97
2612,phrase,6,n,12558,0.96
2613,ingredient,10,n,13382,0.9
2614,stake,5,n,12603,0.96
2615,Muslim,6,j,13147,0.92
2616,dream,5,v,12887,0.93
2617,fiber,5,n,13606,0.88
2618,activist,8,n,12737,0.94
2619,Islamic,7,j,13323,0.9
2620,snap,4,v,13362,0.9
2621,terrorism,9,n,13806,0.87
2622,refugee,7,n,13010,0.92
2623,incorporate,11,v,13310,0.9
2624,hip,3,n,12863,0.93
2625,ultimate,8,j,12542,0.95
2626,switch,6,v,12508,0.95
2627,corporation,11,n,12612,0.95
2628,valuable,8,j,12628,0.94
2629,assumption,10,n,13434,0.89
2630,gear,4,n,12872,0.93
2631,graduate,8,v,12480,0.95
2632,barrier,7,n,12772,0.93
2633,minor,5,j,12346,0.96
2634,provision,9,n,13256,0.9
2635,killer,6,n,12631,0.94
2636,assign,6,v,12836,0.93
2637,gang,4,n,12662,0.94
2638,developing,10,j,13171,0.9
2639,classic,7,j,12610,0.94
2640,chemical,8,n,12673,0.94
2641,wave,4,v,13567,0.87
2642,label,5,n,12497,0.95
2643,teen,4,n,12663,0.94
2644,index,5,n,12751,0.93
2645,vacation,8,n,12424,0.95
2646,advocate,8,n,12565,0.94
2647,draft,5,n,12684,0.93
2648,extraordinary,13,j,12356,0.96
2649,heaven,6,n,12461,0.95
2650,rough,5,j,12365,0.96
2651,yell,4,v,13131,0.9
2652,pregnant,8,j,12329,0.96
2653,distant,7,j,12542,0.94
2654,drama,5,n,12393,0.95
2655,satellite,9,n,12438,0.94
2656,personally,10,r,12317,0.95
2657,wonder,6,n,12265,0.96
2658,clock,5,n,12395,0.95
2659,chocolate,9,n,12682,0.92
2660,Italian,7,j,12384,0.95
2661,Canadian,8,j,12820,0.91
2662,ceiling,7,n,12668,0.92
2663,sweep,5,v,12431,0.94
2664,advertising,11,n,12601,0.93
2665,universal,9,j,12590,0.93
2666,spin,4,v,12673,0.92
2667,house,5,v,12268,0.95
2668,button,6,n,12552,0.93
2669,bell,4,n,12421,0.94
2670,rank,4,n,12236,0.95
2671,darkness,8,n,13275,0.88
2672,ahead,5,i,12125,0.96
2673,clothing,8,n,12078,0.96
2674,super,5,j,12586,0.92
2675,yield,5,v,12634,0.92
2676,fence,5,n,12390,0.94
2677,portrait,8,n,12340,0.94
2678,paint,5,n,12673,0.91
2679,survival,8,n,12335,0.94
2680,roughly,7,r,12200,0.95
2681,lawsuit,7,n,12656,0.91
2682,bottom,6,j,12169,0.95
2683,testimony,9,n,12679,0.91
2684,bunch,5,n,12225,0.95
2685,beat,4,n,13118,0.88
2686,wind,4,v,12054,0.96
2687,found,5,v,12376,0.93
2688,burden,6,n,12054,0.96
2689,react,5,v,11874,0.97
2690,chamber,7,n,12034,0.96
2691,furniture,9,n,12461,0.92
2692,cooperation,11,n,12833,0.9
2693,string,6,n,11974,0.96
2694,ceremony,8,n,11923,0.97
2695,communicate,11,v,12179,0.95
2696,taste,5,v,12397,0.93
2697,cheek,5,n,13411,0.86
2698,lost,4,j,11886,0.97
2699,profile,7,n,12089,0.95
2700,mechanism,9,n,12948,0.89
2701,disagree,8,v,12280,0.93
2702,like,4,r,13238,0.87
2703,penalty,7,n,12310,0.93
2704,match,5,n,12025,0.95
2705,ie,2,r,13724,0.83
2706,advance,7,v,12056,0.95
2707,resort,6,n,12379,0.92
2708,destruction,11,n,12356,0.92
2709,bear,4,n,12194,0.94
2710,unlikely,8,j,11869,0.96
2711,tissue,6,n,12342,0.92
2712,constitutional,14,j,12567,0.91
2713,pant,4,n,12457,0.91
2714,stranger,8,n,12261,0.93
2715,infection,9,n,12402,0.92
2716,cabinet,7,n,11846,0.96
2717,broken,6,j,12097,0.94
2718,apple,5,n,12172,0.93
2719,electric,8,j,12007,0.95
2720,proceed,7,v,11808,0.96
2721,track,5,v,11773,0.96
2722,bet,3,v,12079,0.94
2723,literary,8,j,12801,0.88
2724,virus,5,n,12106,0.93
2725,stupid,6,j,12467,0.91
2726,dispute,7,n,12203,0.93
2727,fortune,7,n,11815,0.96
2728,strategic,9,j,12347,0.92
2729,assistant,9,n,11828,0.96
2730,overcome,8,v,11801,0.96
2731,remarkable,10,j,11683,0.96
2732,occupy,6,v,11756,0.96
2733,statistics,10,n,12086,0.93
2734,shopping,8,n,11957,0.94
2735,cousin,6,n,12155,0.93
2736,encounter,9,v,11974,0.94
2737,wipe,4,v,12435,0.91
2738,initially,9,r,12022,0.94
2739,blind,5,j,12005,0.94
2740,white,5,n,11815,0.95
2741,port,4,n,11893,0.95
2742,honor,5,v,11653,0.96
2743,electricity,11,n,11954,0.94
2744,genetic,7,j,12069,0.93
2745,adviser,7,n,12112,0.93
2746,pay,3,n,11883,0.94
2747,spokesman,9,n,12689,0.88
2748,retain,6,v,12041,0.93
2749,latter,6,d,12527,0.89
2750,incentive,9,n,12105,0.92
2751,slave,5,n,11863,0.94
2752,chemical,8,j,12006,0.93
2753,translate,9,v,11722,0.95
2754,accurate,8,j,11842,0.94
2755,whereas,7,c,12668,0.88
2756,terror,6,n,12342,0.9
2757,though,6,r,12073,0.92
2758,expansion,9,n,12054,0.92
2759,elite,5,n,12329,0.9
2760,Olympic,7,j,13072,0.85
2761,dirt,4,n,12063,0.92
2762,odd,3,j,11849,0.94
2763,rice,4,n,11944,0.93
2764,bullet,6,n,11706,0.95
2765,tight,5,j,11641,0.95
2766,Bible,5,n,11539,0.96
2767,chart,5,n,11861,0.93
2768,solar,5,j,12121,0.91
2769,decline,7,n,11956,0.92
2770,conservative,12,n,11941,0.92
2771,process,7,v,11940,0.92
2772,square,6,j,11630,0.95
2773,stick,5,n,11795,0.94
2774,concentration,13,n,12146,0.91
2775,complicated,11,j,11306,0.98
2776,gently,6,r,12233,0.9
2777,champion,8,n,12247,0.9
2778,scenario,8,n,11747,0.94
2779,telescope,9,n,12754,0.86
2780,reflection,10,n,11882,0.93
2781,revolution,10,n,11800,0.93
2782,strip,5,n,11543,0.95
2783,interpret,9,v,12321,0.89
2784,friendly,8,j,11360,0.97
2785,tournament,10,n,12684,0.87
2786,fiction,7,n,11701,0.94
2787,detect,6,v,11776,0.93
2788,balance,7,v,11536,0.95
2789,likely,6,r,11551,0.95
2790,tremendous,10,j,11678,0.94
2791,lifetime,8,n,11293,0.97
2792,recommendation,14,n,11824,0.93
2793,flow,4,v,11365,0.96
2794,senator,7,n,12091,0.91
2795,market,6,v,11650,0.94
2796,hunting,7,n,12100,0.9
2797,salad,5,n,12103,0.9
2798,guarantee,9,v,11430,0.96
2799,innocent,8,j,11530,0.95
2800,boundary,8,n,12082,0.9
2801,pause,5,v,12583,0.87
2802,remote,6,j,11346,0.96
2803,satisfaction,12,n,12237,0.89
2804,journal,7,n,11849,0.92
2805,bench,5,n,11666,0.93
2806,lover,5,n,11499,0.95
2807,raw,3,j,11310,0.96
2808,awareness,9,n,12013,0.91
2809,surprising,10,j,11327,0.96
2810,withdraw,8,v,11352,0.96
2811,general,7,n,11344,0.96
2812,deck,4,n,11830,0.92
2813,similarly,9,r,12180,0.89
2814,newly,5,r,11388,0.95
2815,pole,4,n,11446,0.95
2816,testify,7,v,11843,0.91
2817,mode,4,n,12107,0.89
2818,dialogue,8,n,11706,0.92
2819,imply,5,v,12061,0.9
2820,naturally,9,r,11304,0.96
2821,mutual,6,j,11566,0.93
2822,founder,7,n,11570,0.93
2823,top,3,i,11397,0.95
2824,advanced,8,j,11626,0.93
2825,pride,5,n,11107,0.97
2826,dismiss,7,v,11160,0.97
2827,aircraft,8,n,11591,0.93
2828,delivery,8,n,11323,0.95
2829,mainly,6,r,11367,0.95
2830,bake,4,v,12253,0.88
2831,freeze,6,v,11596,0.93
2832,platform,8,n,11209,0.96
2833,finance,7,n,11501,0.94
2834,sink,4,v,11592,0.93
2835,attractive,10,j,11119,0.97
2836,respect,7,v,11083,0.97
2837,diverse,7,j,12015,0.89
2838,relevant,8,j,12212,0.88
2839,ideal,5,j,11609,0.92
2840,joy,3,n,11171,0.96
2841,worth,5,n,11237,0.95
2842,regularly,9,r,11329,0.95
2843,working,7,j,11200,0.96
2844,singer,6,n,11277,0.95
2845,evolve,6,v,11442,0.93
2846,shooting,8,n,11633,0.92
2847,partly,6,r,11132,0.96
2848,unknown,7,j,11095,0.96
2849,assistant,9,j,11391,0.94
2850,offense,7,n,11680,0.91
2851,counter,7,n,11676,0.91
2852,DNA,3,n,11580,0.92
2853,smell,5,n,12123,0.88
2854,potentially,11,r,11387,0.94
2855,transfer,8,n,11830,0.9
2856,thirty,6,m,11637,0.92
2857,justify,7,v,11409,0.93
2858,protest,7,n,11181,0.95
2859,crash,5,n,11250,0.94
2860,craft,5,n,11559,0.92
2861,treaty,6,n,11689,0.91
2862,terrorist,9,n,12169,0.87
2863,insight,7,n,11591,0.92
2864,possess,7,v,11474,0.93
2865,politically,11,r,11324,0.94
2866,tap,3,v,11279,0.94
2867,lie,3,n,11199,0.95
2868,extensive,9,j,11580,0.92
2869,episode,7,n,11070,0.96
2870,double,6,v,11195,0.95
2871,swim,4,v,11342,0.93
2872,tire,4,v,11494,0.92
2873,fault,5,n,11116,0.95
2874,loose,5,j,11299,0.94
2875,free,4,v,10898,0.97
2876,shortly,7,r,10864,0.97
2877,originally,10,r,10995,0.96
2878,considerable,12,j,11544,0.91
2879,prior,5,i,11746,0.9
2880,intellectual,12,j,11842,0.89
2881,mix,3,n,11247,0.94
2882,assault,7,n,11039,0.95
2883,relax,5,v,11202,0.94
2884,stair,5,n,12171,0.86
2885,adventure,9,n,11031,0.95
2886,external,8,j,12260,0.86
2887,proof,5,n,10775,0.97
2888,confident,9,j,10831,0.97
2889,headquarters,12,n,11135,0.94
2890,sudden,6,j,11370,0.92
2891,dirty,5,j,11112,0.94
2892,violation,9,n,11154,0.94
2893,tongue,6,n,11674,0.89
2894,license,7,n,10943,0.95
2895,hold,4,n,10984,0.95
2896,shelter,7,n,10891,0.96
2897,rub,3,v,11695,0.89
2898,controversy,11,n,11054,0.94
2899,entrance,8,n,11121,0.94
2900,favorite,8,n,11134,0.94
2901,practice,8,v,10858,0.96
2902,properly,8,r,10783,0.97
2903,fade,4,v,11373,0.92
2904,defensive,9,j,11442,0.91
2905,tragedy,7,n,11039,0.94
2906,net,3,n,10918,0.95
2907,characterize,12,v,11799,0.88
2908,funeral,7,n,11086,0.94
2909,profession,10,n,11469,0.91
2910,alter,5,v,11106,0.94
2911,spot,4,v,11143,0.93
2912,constitute,10,v,11945,0.87
2913,establishment,13,n,11355,0.91
2914,squeeze,7,v,11280,0.92
2915,imagination,11,n,10913,0.95
2916,target,6,v,10960,0.95
2917,mask,4,n,11196,0.93
2918,convert,7,v,10990,0.94
2919,comprehensive,13,j,11602,0.89
2920,prominent,9,j,10948,0.95
2921,presentation,12,n,11372,0.91
2922,regardless,10,r,11042,0.94
2923,easy,4,r,10790,0.96
2924,load,4,v,10736,0.96
2925,stable,6,j,10964,0.94
2926,introduction,12,n,11483,0.9
2927,appeal,6,v,10745,0.96
2928,pretend,7,v,11330,0.91
2929,not,3,c,11295,0.91
2930,elderly,7,j,10976,0.94
2931,representation,14,n,12063,0.85
2932,deer,4,n,11665,0.88
2933,split,5,v,10593,0.97
2934,violate,7,v,10822,0.95
2935,partnership,11,n,11115,0.92
2936,pollution,9,n,11396,0.9
2937,emission,8,n,11688,0.88
2938,steady,6,j,10715,0.96
2939,vital,5,j,10866,0.94
2940,neither,7,d,10587,0.97
2941,fate,4,n,10521,0.97
2942,earnings,8,n,11324,0.9
2943,oven,4,n,11454,0.89
2944,distinction,11,n,11383,0.9
2945,segment,7,n,10850,0.94
2946,nowhere,7,r,10658,0.96
2947,poet,4,n,10840,0.94
2948,mere,4,j,10778,0.95
2949,exciting,8,j,10595,0.96
2950,variation,9,n,11403,0.89
2951,comfort,7,n,10674,0.95
2952,radical,7,j,10924,0.93
2953,stress,6,v,10951,0.93
2954,adapt,5,v,10987,0.93
2955,Irish,5,j,10833,0.94
2956,honey,5,n,11009,0.92
2957,correspondent,13,n,12008,0.85
2958,pale,4,j,11598,0.88
2959,musician,8,n,10580,0.96
2960,significance,12,n,11520,0.88
2961,load,4,n,10869,0.93
2962,round,5,j,10771,0.94
2963,vessel,6,n,10920,0.93
2964,storage,7,n,10893,0.93
2965,flee,4,v,10508,0.96
2966,mm-hmm,6,u,13755,0.73
2967,leather,7,n,11155,0.91
2968,distribute,10,v,10747,0.94
2969,evolution,9,n,11066,0.91
2970,ill,3,j,10446,0.97
2971,tribe,5,n,10855,0.93
2972,shelf,5,n,10741,0.94
2973,can,3,n,10718,0.94
2974,grandfather,11,n,11003,0.91
2975,lawn,4,n,10815,0.93
2976,buyer,5,n,10953,0.92
2977,dining,6,n,10843,0.92
2978,wisdom,6,n,10561,0.95
2979,council,7,n,10695,0.94
2980,vulnerable,10,j,10397,0.96
2981,instance,8,n,10885,0.92
2982,garlic,6,n,11449,0.87
2983,capability,10,n,10906,0.92
2984,poetry,6,n,10671,0.94
2985,celebrity,9,n,10756,0.93
2986,gradually,9,r,10537,0.95
2987,stability,9,n,10901,0.91
2988,doubt,5,v,10352,0.96
2989,fantasy,7,n,10448,0.95
2990,scared,6,j,10752,0.93
2991,guide,5,v,10524,0.94
2992,plot,4,n,10484,0.95
2993,framework,9,n,11710,0.85
2994,gesture,7,n,10739,0.92
2995,depending,9,i,10461,0.95
2996,ongoing,7,j,10721,0.92
2997,psychology,10,n,11316,0.88
2998,since,5,r,10334,0.96
2999,counselor,9,n,12170,0.81
3000,witness,7,v,10178,0.97
3001,chapter,7,n,10579,0.94
3002,fellow,6,n,10339,0.96
3003,divorce,7,n,10322,0.96
3004,owe,3,v,10141,0.97
3005,pipe,4,n,10432,0.95
3006,athletic,8,j,10803,0.91
3007,slight,6,j,10500,0.94
3008,math,4,n,10430,0.94
3009,shade,5,n,10677,0.92
3010,tail,4,n,10663,0.92
3011,sustain,7,v,10550,0.93
3012,mount,5,v,10303,0.96
3013,obligation,10,n,10538,0.93
3014,angle,5,n,10456,0.94
3015,palm,4,n,11014,0.89
3016,differ,6,v,11222,0.88
3017,custom,6,n,10408,0.94
3018,store,5,v,10446,0.94
3019,economist,9,n,10625,0.92
3020,fifteen,7,m,10739,0.91
3021,soup,4,n,10571,0.93
3022,celebration,11,n,10209,0.96
3023,efficient,9,j,10452,0.94
3024,damage,6,v,10163,0.96
3025,composition,11,n,10961,0.89
3026,satisfy,7,v,10194,0.96
3027,pile,4,n,10594,0.92
3028,briefly,7,r,10125,0.97
3029,carbon,6,n,10799,0.9
3030,closer,6,j,9976,0.98
3031,consume,7,v,10308,0.95
3032,scheme,6,n,10428,0.93
3033,crack,5,n,10330,0.94
3034,frequency,9,n,11284,0.86
3035,tobacco,7,n,10600,0.92
3036,survivor,8,n,10317,0.94
3037,besides,7,r,10537,0.92
3038,in,2,c,9996,0.97
3039,psychologist,12,n,10698,0.91
3040,wealthy,7,j,10054,0.96
3041,galaxy,6,n,11159,0.87
3042,given,5,j,10622,0.91
3043,fund,4,v,10218,0.95
3044,ski,3,n,11656,0.83
3045,limitation,10,n,11038,0.88
3046,OK,2,j,10733,0.9
3047,trace,5,v,10033,0.96
3048,appointment,11,n,9993,0.97
3049,preference,10,n,10833,0.89
3050,meter,5,n,10246,0.94
3051,explosion,9,n,10148,0.95
3052,arrest,6,n,10250,0.94
3053,publicly,8,r,10169,0.95
3054,incredible,10,j,10342,0.93
3055,fighter,7,n,10306,0.94
3056,rapid,5,j,10427,0.92
3057,admission,9,n,10356,0.93
3058,hunter,6,n,10839,0.89
3059,educate,7,v,10171,0.95
3060,painful,7,j,9896,0.97
3061,friendship,10,n,10130,0.95
3062,aide,4,n,10335,0.93
3063,infant,6,n,10205,0.94
3064,calculate,9,v,10485,0.92
3065,fifty,5,m,10524,0.91
3066,rid,3,v,10104,0.95
3067,porch,5,n,10894,0.88
3068,tendency,8,n,10642,0.9
3069,uniform,7,n,10193,0.94
3070,formation,9,n,10553,0.91
3071,scholarship,11,n,10305,0.93
3072,reservation,11,n,10215,0.94
3073,efficiency,10,n,10579,0.91
3074,waste,5,v,9956,0.96
3075,qualify,7,v,10090,0.95
3076,mall,4,n,10189,0.94
3077,derive,6,v,10913,0.87
3078,scandal,7,n,10403,0.92
3079,PC,2,n,11072,0.86
3080,helpful,7,j,10120,0.94
3081,impress,7,v,9896,0.96
3082,heel,4,n,10288,0.93
3083,resemble,8,v,10050,0.95
3084,privacy,7,n,9956,0.96
3085,fabric,6,n,10320,0.92
3086,surprise,8,v,10023,0.95
3087,contest,7,n,10002,0.95
3088,proportion,10,n,10521,0.9
3089,guideline,9,n,10303,0.92
3090,rifle,5,n,10204,0.93
3091,maintenance,11,n,10167,0.93
3092,conviction,10,n,9834,0.96
3093,trick,5,n,10041,0.94
3094,organic,7,j,10572,0.89
3095,tent,4,n,10110,0.94
3096,examination,11,n,10722,0.88
3097,publisher,9,n,10282,0.92
3098,strengthen,10,v,10159,0.93
3099,French,6,n,9845,0.96
3100,proposed,8,j,10288,0.92
3101,myth,4,n,10161,0.93
3102,sophisticated,13,j,9886,0.95
3103,cow,3,n,10032,0.94
3104,etc,3,r,10112,0.93
3105,standing,8,n,9691,0.97
3106,asleep,6,j,10684,0.88
3107,tennis,6,n,9985,0.94
3108,nerve,5,n,9933,0.94
3109,barrel,6,n,9951,0.94
3110,bombing,7,n,10462,0.9
3111,membership,10,n,10273,0.91
3112,ratio,5,n,10457,0.9
3113,menu,4,n,10238,0.91
3114,purchase,8,n,10001,0.94
3115,controversial,13,j,9918,0.94
3116,desperate,9,j,9795,0.96
3117,rate,4,v,10244,0.91
3118,lifestyle,9,n,9904,0.94
3119,humor,5,n,9654,0.97
3120,loud,4,j,10324,0.9
3121,glove,5,n,10218,0.91
3122,suspect,7,n,10204,0.91
3123,sufficient,10,j,10275,0.91
3124,narrative,9,n,10954,0.85
3125,photographer,12,n,9739,0.96
3126,helicopter,10,n,9986,0.93
3127,Catholic,8,n,9955,0.94
3128,modest,6,j,9746,0.96
3129,provider,8,n,10196,0.91
3130,delay,5,n,9868,0.94
3131,agricultural,12,j,10535,0.88
3132,explode,7,v,9821,0.95
3133,stroke,6,n,9891,0.94
3134,scope,5,n,10115,0.92
3135,punishment,10,n,9986,0.93
3136,handful,7,n,9735,0.95
3137,badly,5,r,9652,0.96
3138,horizon,7,n,9857,0.94
3139,curious,7,j,9738,0.95
3140,downtown,8,j,10172,0.91
3141,girlfriend,10,n,9832,0.94
3142,prompt,6,v,9741,0.95
3143,request,7,v,9619,0.96
3144,cholesterol,11,n,10641,0.87
3145,absorb,6,v,9762,0.95
3146,adjustment,10,n,10309,0.9
3147,taxpayer,8,n,10113,0.91
3148,eager,5,j,9627,0.96
3149,principal,9,n,9920,0.93
3150,detailed,8,j,10006,0.92
3151,motivation,10,n,10566,0.87
3152,assignment,10,n,9874,0.93
3153,restriction,11,n,9928,0.93
3154,across,6,r,9825,0.94
3155,hay,3,n,10484,0.88
3156,laboratory,10,n,9972,0.92
3157,workshop,8,n,9926,0.93
3158,differently,11,r,9565,0.96
3159,auto,4,n,10006,0.92
3160,romantic,8,j,9561,0.96
3161,cotton,6,n,9734,0.94
3162,motor,5,n,9977,0.92
3163,sue,3,v,9797,0.94
3164,flavor,6,n,10143,0.91
3165,overlook,8,v,9553,0.96
3166,float,5,v,9982,0.92
3167,undergo,7,v,9826,0.93
3168,sequence,8,n,10041,0.91
3169,demonstration,13,n,9729,0.94
3170,jet,3,n,9690,0.95
3171,orange,6,j,9755,0.94
3172,consumption,11,n,10162,0.9
3173,assert,6,v,10125,0.9
3174,blade,5,n,10394,0.88
3175,temporary,9,j,9465,0.96
3176,medication,10,n,9789,0.93
3177,print,5,v,9508,0.96
3178,cabin,5,n,9955,0.92
3179,bite,4,v,9982,0.91
3180,relative,8,j,10283,0.89
3181,edition,7,n,9638,0.95
3182,valley,6,n,9708,0.94
3183,yours,5,p,10004,0.91
3184,pitch,5,n,9586,0.95
3185,pine,4,n,9824,0.93
3186,brilliant,9,j,9493,0.96
3187,versus,6,i,10007,0.91
3188,manufacturing,13,n,9822,0.92
3189,risk,4,v,9285,0.98
3190,Christian,9,n,9751,0.93
3191,complex,7,n,9573,0.95
3192,absolute,8,j,9622,0.94
3193,chef,4,n,10131,0.89
3194,discrimination,14,n,9872,0.92
3195,offensive,9,j,9902,0.91
3196,German,6,n,9586,0.94
3197,suit,4,v,9477,0.95
3198,boom,4,n,9457,0.96
3199,register,8,v,9389,0.96
3200,appoint,7,v,9541,0.95
3201,heritage,8,n,9670,0.93
3202,God,3,n,9694,0.93
3203,terrorist,9,j,10390,0.87
3204,dominant,8,j,10143,0.89
3205,successfully,12,r,9728,0.93
3206,shit,4,n,11047,0.82
3207,lemon,5,n,10095,0.89
3208,hungry,6,j,9653,0.93
3209,sense,5,v,9697,0.93
3210,dry,3,v,9678,0.93
3211,wander,6,v,9822,0.92
3212,submit,6,v,9507,0.95
3213,economics,9,n,9758,0.92
3214,naked,5,j,9897,0.91
3215,anticipate,10,v,9345,0.96
3216,nut,3,n,9605,0.94
3217,legacy,6,n,9461,0.95
3218,extension,9,n,9672,0.93
3219,shrug,5,v,10689,0.84
3220,fly,3,n,9689,0.93
3221,battery,7,n,9793,0.92
3222,arrival,7,n,9302,0.97
3223,legitimate,10,j,9543,0.94
3224,orientation,11,n,10613,0.85
3225,inflation,9,n,9758,0.92
3226,cope,4,v,9952,0.9
3227,flame,5,n,9716,0.92
3228,cluster,7,n,9821,0.91
3229,host,4,v,9750,0.92
3230,wound,5,n,9404,0.95
3231,dependent,9,j,10029,0.89
3232,shower,6,n,9624,0.93
3233,institutional,13,j,10397,0.86
3234,depict,6,v,9721,0.92
3235,operating,9,n,9480,0.94
3236,flesh,5,n,9867,0.9
3237,garage,6,n,9573,0.93
3238,operator,8,n,9351,0.95
3239,instructor,10,n,9912,0.9
3240,collapse,8,v,9163,0.97
3241,borrow,6,v,9150,0.97
3242,furthermore,11,r,10349,0.86
3243,comedy,6,n,9596,0.93
3244,mortgage,8,n,10022,0.89
3245,sanction,8,n,10163,0.87
3246,civilian,8,j,9684,0.92
3247,twelve,6,m,9638,0.92
3248,weekly,6,j,9297,0.95
3249,habitat,7,n,9665,0.92
3250,grain,5,n,9520,0.93
3251,brush,5,v,9806,0.9
3252,consciousness,13,n,9758,0.91
3253,devote,6,v,9326,0.95
3254,crack,5,v,9334,0.94
3255,measurement,11,n,10187,0.87
3256,province,8,n,9491,0.93
3257,ease,4,v,9247,0.95
3258,seize,5,v,9106,0.97
3259,ethics,6,n,9561,0.92
3260,nomination,10,n,9698,0.91
3261,permission,10,n,9298,0.95
3262,wise,4,j,9101,0.97
3263,actress,7,n,9448,0.93
3264,summit,6,n,9628,0.91
3265,acid,4,n,9772,0.9
3266,odds,4,n,9094,0.96
3267,gifted,6,j,10941,0.8
3268,frustration,11,n,9005,0.97
3269,medium,6,n,9523,0.92
3270,function,8,v,9570,0.91
3271,physically,10,r,9039,0.97
3272,grant,5,n,9372,0.93
3273,distinguish,11,v,9664,0.9
3274,shore,5,n,9191,0.95
3275,repeatedly,10,r,9059,0.96
3276,lung,4,n,9206,0.95
3277,firm,4,j,9036,0.97
3278,running,7,j,9271,0.94
3279,correct,7,v,8988,0.97
3280,distinct,8,j,9682,0.9
3281,artistic,8,j,9423,0.93
3282,discourse,9,n,10560,0.83
3283,basket,6,n,9316,0.94
3284,ah,2,u,9788,0.89
3285,fighting,8,n,9274,0.94
3286,impressive,10,j,9100,0.95
3287,competitor,10,n,9377,0.93
3288,ugly,4,j,9267,0.94
3289,worried,7,j,9215,0.94
3290,portray,7,v,9202,0.94
3291,powder,6,n,9639,0.9
3292,ghost,5,n,9564,0.91
3293,persuade,8,v,8998,0.96
3294,moderate,8,j,9220,0.94
3295,subsequent,10,j,9796,0.89
3296,continued,9,j,9402,0.92
3297,cookie,6,n,9480,0.91
3298,carrier,7,n,9251,0.94
3299,cooking,7,n,9403,0.92
3300,frequent,8,j,9267,0.93
3301,ban,3,v,9226,0.94
3302,swing,5,n,9214,0.94
3303,orange,6,n,9219,0.94
3304,awful,5,j,9300,0.93
3305,admire,6,v,9016,0.96
3306,pet,3,n,9118,0.95
3307,miracle,7,n,8981,0.96
3308,exceed,6,v,9362,0.92
3309,rhythm,6,n,9010,0.96
3310,widespread,10,j,9319,0.93
3311,killing,7,n,9109,0.95
3312,lovely,6,j,9327,0.92
3313,sin,3,n,9048,0.95
3314,charity,7,n,9054,0.95
3315,script,6,n,8924,0.96
3316,tactic,6,n,8993,0.96
3317,identification,14,n,9793,0.88
3318,transformation,14,n,9561,0.9
3319,everyday,8,j,9065,0.95
